t,leg_idx,phase,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,cmd_vn,cmd_ve,cmd_vd,cmd_spd,ach_spd,err_spd,dxy_to_gate,dist_to_gate,turn_angle_rad,blend_radius,desired_pre_ceiling,cmd_pre_smooth,yaw_cmd_deg
6.1787,4,TURN,-2.456,9.856,-2.554,-5.605,-6.921,0.035,-3.862,-10.773,0.163,11.444,8.906,2.538,4.154,4.154,0.969,4.343,8.078,11.393,-109.72
6.2002,4,TURN,-2.633,9.616,-2.549,-5.329,-7.2,0.074,-2.983,-10.862,0.147,11.264,8.958,2.306,3.866,3.866,0.9495,4.344,7.661,10.783,-105.35
6.2209,4,TURN,-2.801,9.369,-2.543,-5.066,-7.486,0.095,-2.083,-10.887,0.129,11.085,9.039,2.045,3.576,3.576,0.9299,4.352,7.266,10.206,-100.83
6.2423,4,TURN,-2.801,9.369,-2.543,-5.066,-7.486,0.095,-2.049,-10.71,0.129,10.905,9.039,1.865,3.576,3.576,0.9299,4.352,7.266,10.206,-100.83
6.2637,4,TURN,-2.961,9.113,-2.536,-4.781,-7.741,0.139,-1.182,-10.659,0.108,10.725,9.098,1.627,3.282,3.282,0.9101,4.354,6.928,9.711,-96.33
6.2848,4,TURN,-2.961,9.113,-2.536,-4.781,-7.741,0.139,-1.162,-10.48,0.108,10.545,9.098,1.447,3.282,3.282,0.9101,4.354,6.928,9.711,-96.33
6.3064,4,TURN,-3.112,8.849,-2.526,-4.538,-7.942,0.201,-0.332,-10.36,0.079,10.365,9.147,1.218,2.984,2.984,0.89,4.353,6.658,9.314,-91.84
6.3283,4,TURN,-3.112,8.849,-2.526,-4.538,-7.942,0.201,-0.326,-10.18,0.079,10.185,9.147,1.038,2.984,2.984,0.89,4.353,6.658,9.314,-91.84
6.3499,4,TURN,-3.291,8.51,-2.511,-4.248,-8.164,0.273,0.647,-9.984,0.034,10.005,9.203,0.802,2.609,2.609,0.8634,4.35,6.442,8.987,-86.29
6.371,5,SUSTAIN,-3.426,8.235,-2.498,-4.049,-8.32,0.313,3.935,-9.459,-0.007,10.245,9.253,0.992,8.919,8.919,0.5886,4.188,9.0,11.538,-67.41
6.3925,5,SUSTAIN,-3.426,8.235,-2.498,-4.049,-8.32,0.313,4.027,-9.681,-0.007,10.485,9.253,1.232,8.919,8.919,0.5886,4.188,9.0,11.538,-67.41
6.4141,5,SUSTAIN,-3.553,7.955,-2.483,-3.782,-8.461,0.362,4.374,-9.793,-0.051,10.725,9.268,1.457,8.712,8.712,0.5627,4.175,9.0,11.538,-65.93
6.4355,5,SUSTAIN,-3.553,7.955,-2.483,-3.782,-8.461,0.362,4.472,-10.012,-0.051,10.965,9.268,1.697,8.712,8.712,0.5627,4.175,9.0,11.538,-65.93
6.4571,5,SUSTAIN,-3.7,7.597,-2.461,-3.424,-8.622,0.399,4.906,-10.074,-0.117,11.205,9.277,1.928,8.45,8.45,0.5296,4.156,9.0,11.538,-64.03
6.478,5,SUSTAIN,-3.7,7.597,-2.461,-3.424,-8.622,0.399,5.011,-10.289,-0.117,11.445,9.277,2.168,8.45,8.45,0.5296,4.156,9.0,11.538,-64.03
6.4996,5,SUSTAIN,-3.781,7.379,-2.448,-3.203,-8.715,0.381,5.262,-10.269,-0.156,11.538,9.285,2.253,8.292,8.292,0.5093,4.145,9.0,11.538,-62.87
6.5209,5,SUSTAIN,-3.903,7.014,-2.427,-2.735,-8.83,0.358,5.61,-10.082,-0.218,11.538,9.244,2.294,8.027,8.027,0.475,4.113,9.0,11.538,-60.91
6.5425,5,SUSTAIN,-3.903,7.014,-2.427,-2.735,-8.83,0.358,5.61,-10.082,-0.218,11.538,9.244,2.294,8.027,8.027,0.475,4.113,9.0,11.538,-60.91
6.5641,5,SUSTAIN,-3.987,6.719,-2.412,-2.357,-8.888,0.316,5.888,-9.922,-0.265,11.538,9.195,2.343,7.812,7.813,0.4473,4.083,9.0,11.538,-59.32
6.586,5,SUSTAIN,-3.987,6.719,-2.412,-2.357,-8.888,0.316,5.888,-9.922,-0.265,11.538,9.195,2.343,7.812,7.813,0.4473,4.083,9.0,11.538,-59.32
6.6076,5,SUSTAIN,-4.058,6.421,-2.397,-1.984,-8.899,0.279,6.164,-9.753,-0.309,11.537,9.118,2.42,7.596,7.596,0.4191,4.046,9.0,11.538,-57.71
6.6286,5,SUSTAIN,-4.117,6.124,-2.384,-1.599,-8.88,0.229,6.437,-9.574,-0.348,11.537,9.022,2.515,7.379,7.38,0.3909,4.004,9.0,11.538,-56.08
6.6501,5,SUSTAIN,-4.117,6.124,-2.384,-1.599,-8.88,0.229,6.437,-9.574,-0.348,11.537,9.022,2.515,7.379,7.38,0.3909,4.004,9.0,11.538,-56.08
6.6708,5,SUSTAIN,-4.164,5.829,-2.373,-1.217,-8.83,0.166,6.707,-9.387,-0.381,11.537,8.913,2.624,7.164,7.165,0.3624,3.959,9.0,11.538,-54.46
6.6923,5,SUSTAIN,-4.164,5.829,-2.373,-1.217,-8.83,0.166,6.707,-9.387,-0.381,11.537,8.913,2.624,7.164,7.165,0.3624,3.959,9.0,11.538,-54.46
6.7137,5,SUSTAIN,-4.205,5.462,-2.362,-0.703,-8.708,0.118,7.037,-9.141,-0.415,11.536,8.736,2.8,6.893,6.895,0.3267,3.892,9.0,11.538,-52.41
6.7352,5,SUSTAIN,-4.205,5.462,-2.362,-0.703,-8.708,0.118,7.037,-9.141,-0.415,11.536,8.736,2.8,6.893,6.895,0.3267,3.892,9.0,11.538,-52.41
6.7563,5,SUSTAIN,-4.219,5.245,-2.356,-0.403,-8.629,0.055,7.231,-8.988,-0.432,11.536,8.638,2.898,6.731,6.733,0.3053,3.854,9.0,11.538,-51.18
6.7775,5,SUSTAIN,-4.219,5.245,-2.356,-0.403,-8.629,0.055,7.231,-8.988,-0.432,11.536,8.638,2.898,6.731,6.733,0.3053,3.854,9.0,11.538,-51.18
6.799,5,SUSTAIN,-4.227,4.888,-2.349,0.114,-8.464,-0.002,7.546,-8.725,-0.452,11.535,8.465,3.071,6.462,6.464,0.2698,3.788,9.0,11.538,-49.15
6.8203,5,SUSTAIN,-4.219,4.608,-2.346,0.493,-8.319,-0.047,7.789,-8.508,-0.462,11.535,8.334,3.201,6.248,6.25,0.2415,3.737,9.0,11.538,-47.52
6.8417,5,SUSTAIN,-4.219,4.608,-2.346,0.493,-8.319,-0.047,7.789,-8.508,-0.462,11.535,8.334,3.201,6.248,6.25,0.2415,3.737,9.0,11.538,-47.52
6.8633,5,SUSTAIN,-4.198,4.332,-2.345,0.865,-8.187,-0.121,8.027,-8.283,-0.466,11.535,8.232,3.302,6.032,6.034,0.2131,3.694,9.0,11.538,-45.9
6.8848,5,SUSTAIN,-4.198,4.332,-2.345,0.865,-8.187,-0.121,8.027,-8.283,-0.466,11.535,8.232,3.302,6.032,6.034,0.2131,3.694,9.0,11.538,-45.9
6.9066,5,SUSTAIN,-4.165,4.06,-2.345,1.248,-8.037,-0.186,8.26,-8.051,-0.464,11.534,8.134,3.401,5.816,5.818,0.1846,3.651,9.0,11.538,-44.27
6.9276,5,SUSTAIN,-4.12,3.793,-2.348,1.597,-7.892,-0.238,8.485,-7.813,-0.455,11.534,8.052,3.482,5.6,5.602,0.1562,3.612,9.0,11.538,-42.64
6.9486,5,SUSTAIN,-4.12,3.793,-2.348,1.597,-7.892,-0.238,8.485,-7.813,-0.455,11.534,8.052,3.482,5.6,5.602,0.1562,3.612,9.0,11.538,-42.64
6.9702,5,SUSTAIN,-4.048,3.467,-2.355,2.035,-7.694,-0.298,8.76,-7.503,-0.436,11.534,7.958,3.576,5.33,5.332,0.1203,3.566,9.0,11.538,-40.58
6.9917,5,SUSTAIN,-4.048,3.467,-2.355,2.035,-7.694,-0.298,8.76,-7.503,-0.436,11.534,7.958,3.576,5.33,5.332,0.1203,3.566,9.0,11.538,-40.58
7.0134,5,SUSTAIN,-3.975,3.211,-2.362,2.417,-7.518,-0.342,8.973,-7.248,-0.414,11.534,7.897,3.638,5.11,5.112,0.0914,3.532,9.0,11.538,-38.93
7.0349,5,SUSTAIN,-3.975,3.211,-2.362,2.417,-7.518,-0.342,8.973,-7.248,-0.414,11.534,7.897,3.638,5.11,5.112,0.0914,3.532,9.0,11.538,-38.93
7.0565,5,SUSTAIN,-3.891,2.961,-2.371,2.763,-7.365,-0.369,9.179,-6.985,-0.388,11.534,7.867,3.668,4.89,4.892,0.0625,3.506,9.0,11.538,-37.27
7.0779,5,SUSTAIN,-3.797,2.717,-2.381,3.094,-7.225,-0.423,9.381,-6.712,-0.357,11.535,7.86,3.675,4.669,4.67,0.033,3.486,9.0,11.538,-35.58
7.0994,5,SUSTAIN,-3.797,2.717,-2.381,3.094,-7.225,-0.423,9.381,-6.712,-0.357,11.535,7.86,3.675,4.669,4.67,0.033,3.486,9.0,11.538,-35.58
7.1208,5,SUSTAIN,-3.691,2.477,-2.392,3.411,-7.081,-0.439,9.579,-6.427,-0.323,11.535,7.86,3.675,4.445,4.447,0.003,3.467,9.0,11.538,-33.86
7.1424,5,SUSTAIN,-3.691,2.477,-2.392,3.411,-7.081,-0.439,9.579,-6.427,-0.323,11.535,7.86,3.675,4.445,4.447,0.003,3.467,9.0,11.538,-33.86
7.1636,5,SUSTAIN,-3.574,2.241,-2.404,3.733,-6.922,-0.451,9.774,-6.127,-0.287,11.535,7.864,3.671,4.218,4.219,0.028,3.484,9.0,11.538,-32.09
7.1847,5,SUSTAIN,-3.447,2.01,-2.417,4.041,-6.772,-0.484,9.965,-5.811,-0.248,11.536,7.886,3.65,3.99,3.991,0.0601,3.51,9.0,11.538,-30.25
7.2056,5,SUSTAIN,-3.447,2.01,-2.417,4.041,-6.772,-0.484,9.965,-5.811,-0.248,11.536,7.886,3.65,3.99,3.991,0.0601,3.51,9.0,11.538,-30.25
7.2267,5,SUSTAIN,-3.273,1.731,-2.435,4.483,-6.551,-0.517,10.199,-5.393,-0.194,11.537,7.939,3.598,3.702,3.703,0.1016,3.549,9.0,11.538,-27.87
7.2474,5,SUSTAIN,-3.273,1.731,-2.435,4.483,-6.551,-0.517,10.199,-5.393,-0.194,11.537,7.939,3.598,3.702,3.703,0.1016,3.549,9.0,11.538,-27.87
7.2688,5,TURN,-3.12,1.512,-2.45,4.797,-6.394,-0.518,10.253,-5.025,-0.149,11.418,7.993,3.425,3.467,3.467,0.1368,3.585,8.793,11.42,-26.11
